input,weight,output,scenario,iteration
hydrogen,3369863.014,demand_hydrogen_industrial,2050_high_hydrogen,Run_2_5_
electricity_grid,11854080,elec_lines_grid:Golden Hill,2050_high_hydrogen,Run_2_5_
electricity_grid,158760,elec_lines_grid:Haverfordwest Power Stn,2050_high_hydrogen,Run_2_5_
elec_lines_grid:Haverfordwest Power Stn,11642400,electricity_grid,2050_high_hydrogen,Run_2_5_
electricity_grid,11642400,elec_lines_grid:Neyland,2050_high_hydrogen,Run_2_5_
elec_lines_grid:Neyland,12012840,electricity_grid,2050_high_hydrogen,Run_2_5_
electricity_primary,7847275.497,elec_lines_primary:Brawdy,2050_high_hydrogen,Run_2_5_
electricity_primary,2714933.59,elec_lines_primary:Bridell,2050_high_hydrogen,Run_2_5_
elec_lines_primary:Bridell,247274.1709,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity_primary,10307838.47,elec_lines_primary:Broadfield,2050_high_hydrogen,Run_2_5_
elec_lines_primary:Broadfield,6514613.773,electricity_primary,2050_high_hydrogen,Run_2_5_
elec_lines_primary:Fishguard,32692620.64,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity_primary,6129431.411,elec_lines_primary:Golden Hill,2050_high_hydrogen,Run_2_5_
elec_lines_primary:Golden Hill,12598984.62,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity_primary,26954987.02,elec_lines_primary:Haverfordwest Power Stn,2050_high_hydrogen,Run_2_5_
elec_lines_primary:Haverfordwest Power Stn,17176744.93,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity_primary,825434.7638,elec_lines_primary:Llanfyrnach,2050_high_hydrogen,Run_2_5_
electricity_primary,2246654.607,elec_lines_primary:Merlins Bridge,2050_high_hydrogen,Run_2_5_
electricity_primary,1006850.903,elec_lines_primary:Milford Haven,2050_high_hydrogen,Run_2_5_
electricity_primary,4206344.747,elec_lines_primary:Nevern,2050_high_hydrogen,Run_2_5_
elec_lines_primary:Nevern,2714933.59,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity_primary,247274.1709,elec_lines_primary:Newcastle Emlyn South,2050_high_hydrogen,Run_2_5_
electricity_primary,11837676.9,elec_lines_primary:Neyland,2050_high_hydrogen,Run_2_5_
elec_lines_primary:Neyland,8343955.806,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity_primary,3631975.881,elec_lines_primary:Penblewin,2050_high_hydrogen,Run_2_5_
elec_lines_primary:Penblewin,1001748.951,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity_primary,28486275.89,elec_lines_primary:St Davids,2050_high_hydrogen,Run_2_5_
elec_lines_primary:St Davids,26883344.19,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity_primary,7023250.485,elec_lines_primary:St Florence,2050_high_hydrogen,Run_2_5_
elec_lines_primary:St Florence,6004946.606,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity_primary,161964.9315,elec_lines_primary:St Twynells,2050_high_hydrogen,Run_2_5_
elec_lines_primary:St Twynells,2465183.125,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity_primary,11674930.09,elec_lines_primary:Steynton,2050_high_hydrogen,Run_2_5_
elec_lines_primary:Steynton,10573534.55,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity_primary,1738471.402,elec_lines_primary:Tenby,2050_high_hydrogen,Run_2_5_
electricity_primary,1001748.951,elec_lines_primary:Whitland,2050_high_hydrogen,Run_2_5_
elec_lines_primary:Whitland,825434.7638,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity_transport,971886.2424,electric_bus,2050_high_hydrogen,Run_2_5_
electric_bus,447067.6715,bus_mileage,2050_high_hydrogen,Run_2_5_
electricity_transport,7349437.087,electric_car,2050_high_hydrogen,Run_2_5_
electric_car,25723029.81,car_mileage,2050_high_hydrogen,Run_2_5_
electricity_transport,1528707.569,electric_hgv,2050_high_hydrogen,Run_2_5_
electric_hgv,428038.1192,hgv_mileage,2050_high_hydrogen,Run_2_5_
electricity_transport,1333005.805,electric_van,2050_high_hydrogen,Run_2_5_
electric_van,4345598.926,van_mileage,2050_high_hydrogen,Run_2_5_
electricity,32200677.25,electrolyser,2050_high_hydrogen,Run_2_5_
electrolyser,24955524.87,hydrogen,2050_high_hydrogen,Run_2_5_
electricity,11183036.7,ev_chargers,2050_high_hydrogen,Run_2_5_
ev_chargers,11183036.7,electricity_transport,2050_high_hydrogen,Run_2_5_
electricity_grid,-13494600,grid_substation,2050_high_hydrogen,Run_2_5_
electricity_primary,-12012840,grid_substation,2050_high_hydrogen,Run_2_5_
grid_substation,13494600,electricity_grid,2050_high_hydrogen,Run_2_5_
grid_substation,12012840,electricity_primary,2050_high_hydrogen,Run_2_5_
ground_pv,69826395.49,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity,8351113.807,heat_pump,2050_high_hydrogen,Run_2_5_
heat_pump,20877784.52,heat,2050_high_hydrogen,Run_2_5_
hgv_mileage,691591.8404,hgv_demand,2050_high_hydrogen,Run_2_5_
hydroelectricity,394704,electricity_primary,2050_high_hydrogen,Run_2_5_
hydrogen,20995735.66,hydrogen_boiler_to_heat1,2050_high_hydrogen,Run_2_5_
hydrogen_boiler_to_heat1,17636417.95,hydrogen_heat,2050_high_hydrogen,Run_2_5_
hydrogen_transport,50.89777317,hydrogen_car,2050_high_hydrogen,Run_2_5_
hydrogen_car,185.2678944,car_mileage,2050_high_hydrogen,Run_2_5_
hydrogen_transport,775158.0036,hydrogen_hgv,2050_high_hydrogen,Run_2_5_
hydrogen_hgv,263553.7212,hgv_mileage,2050_high_hydrogen,Run_2_5_
hydrogen_import,1222212.179,hydrogen,2050_high_hydrogen,Run_2_5_
hydrogen,1855346.128,hydrogen_refueller,2050_high_hydrogen,Run_2_5_
hydrogen_refueller,834905.7576,hydrogen_transport,2050_high_hydrogen,Run_2_5_
hydrogen_transport,512859.5897,hydrogen_storage_transport,2050_high_hydrogen,Run_2_5_
hydrogen_storage_transport,453162.7335,hydrogen_transport,2050_high_hydrogen,Run_2_5_
methane_reformation,43207.75033,hydrogen,2050_high_hydrogen,Run_2_5_
onshore_wind,960898.1697,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity,-25691.82803,primary_substation,2050_high_hydrogen,Run_2_5_
electricity_primary,-71351953.86,primary_substation,2050_high_hydrogen,Run_2_5_
primary_substation,71207689.49,electricity,2050_high_hydrogen,Run_2_5_
primary_substation,169956.2014,electricity_primary,2050_high_hydrogen,Run_2_5_
electricity,291193.3593,resistance_heating,2050_high_hydrogen,Run_2_5_
resistance_heating,291193.3593,heat,2050_high_hydrogen,Run_2_5_
rooftop_pv,2390819.951,electricity,2050_high_hydrogen,Run_2_5_
van_mileage,4345598.926,van_demand,2050_high_hydrogen,Run_2_5_
anaerobic_digestion,82695.87744,electricity_primary,baseline,Run_2_5_
biomass,101467.9137,biomass_boiler_to_heat,baseline,Run_2_5_
biomass_boiler_to_heat,71027.53956,heat,baseline,Run_2_5_
biomass_import,101467.9137,biomass,baseline,Run_2_5_
bus_mileage,4470676.676,bus_demand,baseline,Run_2_5_
car_mileage,22175185.41,car_demand,baseline,Run_2_5_
electricity,21546796.49,demand_elec,baseline,Run_2_5_
heat,38805395.83,demand_heat,baseline,Run_2_5_
hydrogen,3369863.014,demand_hydrogen_industrial,baseline,Run_2_5_
electricity_grid,9525600,elec_lines_grid:Golden Hill,baseline,Run_2_5_
electricity_grid,423360,elec_lines_grid:Haverfordwest Power Stn,baseline,Run_2_5_
elec_lines_grid:Haverfordwest Power Stn,8784720,electricity_grid,baseline,Run_2_5_
electricity_grid,8784720,elec_lines_grid:Neyland,baseline,Run_2_5_
elec_lines_grid:Neyland,9948960,electricity_grid,baseline,Run_2_5_
electricity_primary,5704896.546,elec_lines_primary:Brawdy,baseline,Run_2_5_
electricity_primary,2881038.746,elec_lines_primary:Bridell,baseline,Run_2_5_
elec_lines_primary:Bridell,217370.1471,electricity_primary,baseline,Run_2_5_
electricity_primary,10975913.05,elec_lines_primary:Broadfield,baseline,Run_2_5_
elec_lines_primary:Broadfield,6932750.04,electricity_primary,baseline,Run_2_5_
electricity_primary,6910252.448,elec_lines_primary:Fishguard,baseline,Run_2_5_
elec_lines_primary:Fishguard,4660379.085,electricity_primary,baseline,Run_2_5_
electricity_primary,7502272.225,elec_lines_primary:Golden Hill,baseline,Run_2_5_
elec_lines_primary:Golden Hill,10267006.96,electricity_primary,baseline,Run_2_5_
electricity_primary,5563757.71,elec_lines_primary:Haverfordwest Power Stn,baseline,Run_2_5_
elec_lines_primary:Haverfordwest Power Stn,36298667.15,electricity_primary,baseline,Run_2_5_
electricity_primary,906629.4157,elec_lines_primary:Llanfyrnach,baseline,Run_2_5_
elec_lines_primary:Llanfyrnach,9575.842679,electricity_primary,baseline,Run_2_5_
electricity_primary,2341918.925,elec_lines_primary:Merlins Bridge,baseline,Run_2_5_
elec_lines_primary:Merlins Bridge,3373.844159,electricity_primary,baseline,Run_2_5_
electricity_primary,1712062.715,elec_lines_primary:Milford Haven,baseline,Run_2_5_
electricity_primary,4660379.085,elec_lines_primary:Nevern,baseline,Run_2_5_
elec_lines_primary:Nevern,2881038.746,electricity_primary,baseline,Run_2_5_
electricity_primary,217370.1471,elec_lines_primary:Newcastle Emlyn South,baseline,Run_2_5_
electricity_primary,11785510.06,elec_lines_primary:Neyland,baseline,Run_2_5_
elec_lines_primary:Neyland,7084670.671,electricity_primary,baseline,Run_2_5_
electricity_primary,5009282.914,elec_lines_primary:Penblewin,baseline,Run_2_5_
elec_lines_primary:Penblewin,1488822.464,electricity_primary,baseline,Run_2_5_
electricity_primary,14192880.25,elec_lines_primary:St Davids,baseline,Run_2_5_
elec_lines_primary:St Davids,12615148.99,electricity_primary,baseline,Run_2_5_
electricity_primary,5737557.753,elec_lines_primary:St Florence,baseline,Run_2_5_
elec_lines_primary:St Florence,4577695.52,electricity_primary,baseline,Run_2_5_
electricity_primary,147951.0492,elec_lines_primary:St Twynells,baseline,Run_2_5_
elec_lines_primary:St Twynells,2802587.383,electricity_primary,baseline,Run_2_5_
electricity_primary,10748109.64,elec_lines_primary:Steynton,baseline,Run_2_5_
elec_lines_primary:Steynton,9599963.957,electricity_primary,baseline,Run_2_5_
electricity_primary,1856255.514,elec_lines_primary:Tenby,baseline,Run_2_5_
electricity_primary,1498398.306,elec_lines_primary:Whitland,baseline,Run_2_5_
elec_lines_primary:Whitland,913385.6964,electricity_primary,baseline,Run_2_5_
electricity_transport,9718862.338,electric_bus,baseline,Run_2_5_
electric_bus,4470676.676,bus_mileage,baseline,Run_2_5_
electricity_transport,5981312.787,electric_car,baseline,Run_2_5_
electric_car,20934594.76,car_mileage,baseline,Run_2_5_
electricity_transport,1757834.113,electric_hgv,baseline,Run_2_5_
electric_hgv,492193.5517,hgv_mileage,baseline,Run_2_5_
electricity_transport,974926.2202,electric_van,baseline,Run_2_5_
electric_van,3178259.478,van_mileage,baseline,Run_2_5_
electricity,8121481.978,electrolyser,baseline,Run_2_5_
electrolyser,5278963.286,hydrogen,baseline,Run_2_5_
electricity,18432935.46,ev_chargers,baseline,Run_2_5_
ev_chargers,18432935.46,electricity_transport,baseline,Run_2_5_
electricity_grid,-9948960,grid_substation,baseline,Run_2_5_
electricity_primary,-9948960,grid_substation,baseline,Run_2_5_
grid_substation,9948960,electricity_grid,baseline,Run_2_5_
grid_substation,9948960,electricity_primary,baseline,Run_2_5_
ground_pv,60145243.47,electricity_primary,baseline,Run_2_5_
electricity,15319077.15,heat_pump,baseline,Run_2_5_
heat_pump,38297692.87,heat,baseline,Run_2_5_
hgv_mileage,635070.5605,hgv_demand,baseline,Run_2_5_
hydroelectricity,394704,electricity_primary,baseline,Run_2_5_
hydrogen_transport,340821.608,hydrogen_car,baseline,Run_2_5_
hydrogen_car,1240590.653,car_mileage,baseline,Run_2_5_
hydrogen_transport,420226.4965,hydrogen_hgv,baseline,Run_2_5_
hydrogen_hgv,142877.0088,hgv_mileage,baseline,Run_2_5_
hydrogen,1909100.272,hydrogen_refueller,baseline,Run_2_5_
hydrogen_refueller,859095.1225,hydrogen_transport,baseline,Run_2_5_
hydrogen_transport,725979.2541,hydrogen_storage_transport,baseline,Run_2_5_
hydrogen_storage_transport,641475.2689,hydrogen_transport,baseline,Run_2_5_
hydrogen_transport,13543.03279,hydrogen_van,baseline,Run_2_5_
hydrogen_van,45775.45083,van_mileage,baseline,Run_2_5_
onshore_wind,843503.1882,electricity_primary,baseline,Run_2_5_
electricity_primary,-61466146.54,primary_substation,baseline,Run_2_5_
primary_substation,61466146.54,electricity,baseline,Run_2_5_
electricity,436675.415,resistance_heating,baseline,Run_2_5_
resistance_heating,436675.415,heat,baseline,Run_2_5_
rooftop_pv,2390819.951,electricity,baseline,Run_2_5_
van_mileage,3224034.929,van_demand,baseline,Run_2_5_
electricity,3.67E-08,battery,2050_high_demand,Run_2_6_
battery,3.11E-08,electricity,2050_high_demand,Run_2_6_
biomass,3006.62069,biomass_boiler_to_elec,2050_high_demand,Run_2_6_
biomass_boiler_to_elec,871.92,electricity,2050_high_demand,Run_2_6_
biomass,1660480.334,biomass_boiler_to_heat,2050_high_demand,Run_2_6_
biomass_boiler_to_heat,1162336.234,heat,2050_high_demand,Run_2_6_
biomass_import,1663486.955,biomass,2050_high_demand,Run_2_6_
bus_mileage,5930614.967,bus_demand,2050_high_demand,Run_2_6_
car_mileage,341233540.3,car_demand,2050_high_demand,Run_2_6_
electricity,436227262.8,demand_elec,2050_high_demand,Run_2_6_
heat,1057116835,demand_heat,2050_high_demand,Run_2_6_
hydrogen,41000000,demand_hydrogen_industrial,2050_high_demand,Run_2_6_
electricity_grid,213769613,elec_lines_grid:Golden Hill,2050_high_demand,Run_2_6_
elec_lines_grid:Golden Hill,104534358.1,electricity_grid,2050_high_demand,Run_2_6_
electricity_grid,122561476.1,elec_lines_grid:Haverfordwest Power Stn,2050_high_demand,Run_2_6_
elec_lines_grid:Haverfordwest Power Stn,21220920,electricity_grid,2050_high_demand,Run_2_6_
electricity_grid,125755278.1,elec_lines_grid:Neyland,2050_high_demand,Run_2_6_
elec_lines_grid:Neyland,150884360.5,electricity_grid,2050_high_demand,Run_2_6_
elec_lines_grid:St Twynells,185446728.6,electricity_grid,2050_high_demand,Run_2_6_
electricity_primary,68490869.8,elec_lines_primary:Brawdy,2050_high_demand,Run_2_6_
electricity_primary,72372428.12,elec_lines_primary:Bridell,2050_high_demand,Run_2_6_
elec_lines_primary:Bridell,4840308.447,electricity_primary,2050_high_demand,Run_2_6_
electricity_primary,271890117.2,elec_lines_primary:Broadfield,2050_high_demand,Run_2_6_
elec_lines_primary:Broadfield,193596056.6,electricity_primary,2050_high_demand,Run_2_6_
electricity_primary,54896170.17,elec_lines_primary:Fishguard,2050_high_demand,Run_2_6_
elec_lines_primary:Fishguard,157918249.4,electricity_primary,2050_high_demand,Run_2_6_
electricity_primary,150822351,elec_lines_primary:Golden Hill,2050_high_demand,Run_2_6_
elec_lines_primary:Golden Hill,108409470,electricity_primary,2050_high_demand,Run_2_6_
electricity_primary,26979597.65,elec_lines_primary:Haverfordwest Power Stn,2050_high_demand,Run_2_6_
elec_lines_primary:Haverfordwest Power Stn,663186785.1,electricity_primary,2050_high_demand,Run_2_6_
electricity_primary,23398109.41,elec_lines_primary:Llanfyrnach,2050_high_demand,Run_2_6_
electricity_primary,78052334.68,elec_lines_primary:Merlins Bridge,2050_high_demand,Run_2_6_
electricity_primary,35923771.74,elec_lines_primary:Milford Haven,2050_high_demand,Run_2_6_
electricity_primary,109976651.7,elec_lines_primary:Nevern,2050_high_demand,Run_2_6_
elec_lines_primary:Nevern,72372428.12,electricity_primary,2050_high_demand,Run_2_6_
electricity_primary,4840308.447,elec_lines_primary:Newcastle Emlyn South,2050_high_demand,Run_2_6_
electricity_primary,112665965.3,elec_lines_primary:Neyland,2050_high_demand,Run_2_6_
elec_lines_primary:Neyland,38469299.08,electricity_primary,2050_high_demand,Run_2_6_
electricity_primary,125556096.2,elec_lines_primary:Penblewin,2050_high_demand,Run_2_6_
elec_lines_primary:Penblewin,53478230.25,electricity_primary,2050_high_demand,Run_2_6_
electricity_primary,169299957.7,elec_lines_primary:St Davids,2050_high_demand,Run_2_6_
elec_lines_primary:St Davids,130370063.1,electricity_primary,2050_high_demand,Run_2_6_
electricity_primary,176970084.1,elec_lines_primary:St Florence,2050_high_demand,Run_2_6_
elec_lines_primary:St Florence,160104117.5,electricity_primary,2050_high_demand,Run_2_6_
electricity_primary,2739010.848,elec_lines_primary:St Twynells,2050_high_demand,Run_2_6_
elec_lines_primary:St Twynells,14941082.38,electricity_primary,2050_high_demand,Run_2_6_
electricity_primary,129022025.1,elec_lines_primary:Steynton,2050_high_demand,Run_2_6_
elec_lines_primary:Steynton,88972251.53,electricity_primary,2050_high_demand,Run_2_6_
electricity_primary,42682371.55,elec_lines_primary:Tenby,2050_high_demand,Run_2_6_
electricity_primary,53478230.25,elec_lines_primary:Whitland,2050_high_demand,Run_2_6_
elec_lines_primary:Whitland,23398109.41,electricity_primary,2050_high_demand,Run_2_6_
electricity_transport,12807931.11,electric_bus,2050_high_demand,Run_2_6_
electric_bus,5891648.308,bus_mileage,2050_high_demand,Run_2_6_
electricity_transport,53947061.83,electric_car,2050_high_demand,Run_2_6_
electric_car,188814716.4,car_mileage,2050_high_demand,Run_2_6_
electricity_transport,10216753.7,electric_hgv,2050_high_demand,Run_2_6_
electric_hgv,2860691.037,hgv_mileage,2050_high_demand,Run_2_6_
electricity_transport,10226513.13,electric_van,2050_high_demand,Run_2_6_
electric_van,33338432.81,van_mileage,2050_high_demand,Run_2_6_
electricity,247246187.5,electrolyser,2050_high_demand,Run_2_6_
electrolyser,191615795.3,hydrogen,2050_high_demand,Run_2_6_
electricity,87198259.77,ev_chargers,2050_high_demand,Run_2_6_
ev_chargers,87198259.77,electricity_transport,2050_high_demand,Run_2_6_
electricity_grid,-272914646.9,grid_substation,2050_high_demand,Run_2_6_
electricity_primary,-47570662.4,grid_substation,2050_high_demand,Run_2_6_
grid_substation,87467918.3,electricity_grid,2050_high_demand,Run_2_6_
grid_substation,233017391,electricity_primary,2050_high_demand,Run_2_6_
ground_pv,954286210.5,electricity_primary,2050_high_demand,Run_2_6_
electricity,413927403.7,heat_pump,2050_high_demand,Run_2_6_
heat_pump,1034818509,heat,2050_high_demand,Run_2_6_
hgv_mileage,9174371.535,hgv_demand,2050_high_demand,Run_2_6_
hydroelectricity,4802232,electricity_primary,2050_high_demand,Run_2_6_
hydrogen_transport,139166.6361,hydrogen_bus,2050_high_demand,Run_2_6_
hydrogen_bus,38966.6581,bus_mileage,2050_high_demand,Run_2_6_
hydrogen_transport,41873303.27,hydrogen_car,2050_high_demand,Run_2_6_
hydrogen_car,152418823.9,car_mileage,2050_high_demand,Run_2_6_
hydrogen_transport,18569648.52,hydrogen_hgv,2050_high_demand,Run_2_6_
hydrogen_hgv,6313680.498,hgv_mileage,2050_high_demand,Run_2_6_
hydrogen,168387537.3,hydrogen_refueller,2050_high_demand,Run_2_6_
hydrogen_refueller,75774391.8,hydrogen_transport,2050_high_demand,Run_2_6_
hydrogen_transport,68732074.11,hydrogen_storage_transport,2050_high_demand,Run_2_6_
hydrogen_storage_transport,60731660.68,hydrogen_transport,2050_high_demand,Run_2_6_
hydrogen_transport,7191859.941,hydrogen_van,2050_high_demand,Run_2_6_
hydrogen_van,24308486.6,van_mileage,2050_high_demand,Run_2_6_
methane_reformation,17771741.98,hydrogen,2050_high_demand,Run_2_6_
national_grid_import,185446728.6,electricity_grid,2050_high_demand,Run_2_6_
onshore_wind,42612663.38,electricity_primary,2050_high_demand,Run_2_6_
electricity,-627159802.9,primary_substation,2050_high_demand,Run_2_6_
electricity_primary,-1188286686,primary_substation,2050_high_demand,Run_2_6_
primary_substation,1814307637,electricity,2050_high_demand,Run_2_6_
primary_substation,1138851.379,electricity_primary,2050_high_demand,Run_2_6_
electricity,21135989.47,resistance_heating,2050_high_demand,Run_2_6_
resistance_heating,21135989.47,heat,2050_high_demand,Run_2_6_
rooftop_pv,18586396.91,electricity,2050_high_demand,Run_2_6_
van_mileage,57646919.41,van_demand,2050_high_demand,Run_2_6_
biomass,5512.137931,biomass boiler to elec,2050 high Hydrogen,Run 2 6 
biomass boiler to elec,1598.52,Electricity,2050 high Hydrogen,Run 2 6 
biomass,1551247.822,biomass boiler to heat,2050 high Hydrogen,Run 2 6 
biomass boiler to heat,1085873.476,heat,2050 high Hydrogen,Run 2 6 
biomass import,1556759.96,biomass,2050 high Hydrogen,Run 2 6 
bus mileage,5930614.967,bus demand,2050 high Hydrogen,Run 2 6 
car mileage,341233540.3,car demand,2050 high Hydrogen,Run 2 6 
Electricity,262847102.4,demand elec,2050 high Hydrogen,Run 2 6 
heat,563525312.1,demand heat,2050 high Hydrogen,Run 2 6 
Hydrogen heat,467953377.1,demand Hydrogen heat,2050 high Hydrogen,Run 2 6 
Hydrogen,41000000,demand Hydrogen industrial,2050 high Hydrogen,Run 2 6 
electricity_grid,129361079.2,elec_lines_grid:Golden Hill,2050_high_hydrogen,Run_2_6_
elec_lines_grid:Golden Hill,46605714.57,electricity_grid,2050_high_hydrogen,Run_2_6_
electricity_grid,46658634.57,elec_lines_grid:Haverfordwest Power Stn,2050_high_hydrogen,Run_2_6_
elec_lines_grid:Haverfordwest Power Stn,69292126.77,electricity_grid,2050_high_hydrogen,Run_2_6_
electricity_grid,115897841.3,elec_lines_grid:Neyland,2050_high_hydrogen,Run_2_6_
elec_lines_grid:Neyland,116374121.3,electricity_grid,2050_high_hydrogen,Run_2_6_
elec_lines_grid:St Twynells,59645592.47,electricity_grid,2050_high_hydrogen,Run_2_6_
electricity_primary,68983116.11,elec_lines_primary:Brawdy,2050_high_hydrogen,Run_2_6_
electricity_primary,52148998.8,elec_lines_primary:Bridell,2050_high_hydrogen,Run_2_6_
elec_lines_primary:Bridell,4567750.334,electricity_primary,2050_high_hydrogen,Run_2_6_
electricity_primary,133152917.2,elec_lines_primary:Broadfield,2050_high_hydrogen,Run_2_6_
elec_lines_primary:Broadfield,59872595.76,electricity_primary,2050_high_hydrogen,Run_2_6_
electricity_primary,16777814.78,elec_lines_primary:Fishguard,2050_high_hydrogen,Run_2_6_
elec_lines_primary:Fishguard,181399338.5,electricity_primary,2050_high_hydrogen,Run_2_6_
electricity_primary,151661765.1,elec_lines_primary:Golden Hill,2050_high_hydrogen,Run_2_6_
elec_lines_primary:Golden Hill,112702937.3,electricity_primary,2050_high_hydrogen,Run_2_6_
electricity_primary,48671494.69,elec_lines_primary:Haverfordwest Power Stn,2050_high_hydrogen,Run_2_6_
elec_lines_primary:Haverfordwest Power Stn,456307979.7,electricity_primary,2050_high_hydrogen,Run_2_6_
electricity_primary,16110819.66,elec_lines_primary:Llanfyrnach,2050_high_hydrogen,Run_2_6_
electricity_primary,58170819.36,elec_lines_primary:Merlins Bridge,2050_high_hydrogen,Run_2_6_
electricity_primary,12876786.57,elec_lines_primary:Milford Haven,2050_high_hydrogen,Run_2_6_
electricity_primary,90147637.07,elec_lines_primary:Nevern,2050_high_hydrogen,Run_2_6_
elec_lines_primary:Nevern,52148998.8,electricity_primary,2050_high_hydrogen,Run_2_6_
electricity_primary,4567750.334,elec_lines_primary:Newcastle Emlyn South,2050_high_hydrogen,Run_2_6_
electricity_primary,199763560.6,elec_lines_primary:Neyland,2050_high_hydrogen,Run_2_6_
elec_lines_primary:Neyland,153815020.8,electricity_primary,2050_high_hydrogen,Run_2_6_
electricity_primary,70391710.26,elec_lines_primary:Penblewin,2050_high_hydrogen,Run_2_6_
elec_lines_primary:Penblewin,19631074.44,electricity_primary,2050_high_hydrogen,Run_2_6_
electricity_primary,123828497.4,elec_lines_primary:St Davids,2050_high_hydrogen,Run_2_6_
elec_lines_primary:St Davids,107753695.2,electricity_primary,2050_high_hydrogen,Run_2_6_
electricity_primary,87009807.28,elec_lines_primary:St Florence,2050_high_hydrogen,Run_2_6_
elec_lines_primary:St Florence,69035152.35,electricity_primary,2050_high_hydrogen,Run_2_6_
electricity_primary,3291679.079,elec_lines_primary:St Twynells,2050_high_hydrogen,Run_2_6_
elec_lines_primary:St Twynells,11638800.8,electricity_primary,2050_high_hydrogen,Run_2_6_
electricity_primary,244842945.8,elec_lines_primary:Steynton,2050_high_hydrogen,Run_2_6_
elec_lines_primary:Steynton,184068119.3,electricity_primary,2050_high_hydrogen,Run_2_6_
electricity_primary,27023088.42,elec_lines_primary:Tenby,2050_high_hydrogen,Run_2_6_
electricity_primary,19631074.44,elec_lines_primary:Whitland,2050_high_hydrogen,Run_2_6_
elec_lines_primary:Whitland,16110819.66,electricity_primary,2050_high_hydrogen,Run_2_6_
Electricity transport,12864150.04,electric bus,2050 high Hydrogen,Run 2 6 
electric bus,5917509.019,bus mileage,2050 high Hydrogen,Run 2 6 
Electricity transport,68799056.35,electric car,2050 high Hydrogen,Run 2 6 
electric car,240796697.2,car mileage,2050 high Hydrogen,Run 2 6 
Electricity transport,17031921.33,electric hgv,2050 high Hydrogen,Run 2 6 
electric hgv,4768937.971,hgv mileage,2050 high Hydrogen,Run 2 6 
Electricity transport,13088849.98,electric van,2050 high Hydrogen,Run 2 6 
electric van,42669650.93,van mileage,2050 high Hydrogen,Run 2 6 
Electricity,402445560,electrolyser,2050 high Hydrogen,Run 2 6 
electrolyser,311895309,Hydrogen,2050 high Hydrogen,Run 2 6 
Electricity,111783977.7,ev chargers,2050 high Hydrogen,Run 2 6 
ev chargers,111783977.7,Electricity transport,2050 high Hydrogen,Run 2 6 
Electricity grid,-130101959.2,grid substation,2050 high Hydrogen,Run 2 6 
Electricity primary,-74891122.84,grid substation,2050 high Hydrogen,Run 2 6 
grid substation,70456366.77,Electricity grid,2050 high Hydrogen,Run 2 6 
grid substation,134536715.3,Electricity primary,2050 high Hydrogen,Run 2 6 
ground PV,890872447.9,Electricity primary,2050 high Hydrogen,Run 2 6 
Electricity,213278204,heat pump,2050 high Hydrogen,Run 2 6 
heat pump,533195510.1,heat,2050 high Hydrogen,Run 2 6 
hgv mileage,9174371.535,hgv demand,2050 high Hydrogen,Run 2 6 
hydroElectricity,4802232,Electricity primary,2050 high Hydrogen,Run 2 6 
Hydrogen,557087353.7,Hydrogen boiler to heat1,2050 high Hydrogen,Run 2 6 
Hydrogen boiler to heat1,467953377.1,Hydrogen heat,2050 high Hydrogen,Run 2 6 
Hydrogen transport,46806.95615,Hydrogen bus,2050 high Hydrogen,Run 2 6 
Hydrogen bus,13105.94772,bus mileage,2050 high Hydrogen,Run 2 6 
Hydrogen transport,27592539.31,Hydrogen car,2050 high Hydrogen,Run 2 6 
Hydrogen car,100436843.1,car mileage,2050 high Hydrogen,Run 2 6 
Hydrogen transport,12957157.54,Hydrogen hgv,2050 high Hydrogen,Run 2 6 
Hydrogen hgv,4405433.564,hgv mileage,2050 high Hydrogen,Run 2 6 
Hydrogen import,64472898.67,Hydrogen,2050 high Hydrogen,Run 2 6 
Hydrogen,112716818.2,Hydrogen refueller,2050 high Hydrogen,Run 2 6 
Hydrogen refueller,50722568.2,Hydrogen transport,2050 high Hydrogen,Run 2 6 
Hydrogen,32109.54123,Hydrogen storage tank,2050 high Hydrogen,Run 2 6 
Hydrogen transport,48925428.45,Hydrogen storage transport,2050 high Hydrogen,Run 2 6 
Hydrogen storage transport,43230508.58,Hydrogen transport,2050 high Hydrogen,Run 2 6 
Hydrogen transport,4431144.52,Hydrogen van,2050 high Hydrogen,Run 2 6 
Hydrogen van,14977268.48,van mileage,2050 high Hydrogen,Run 2 6 
methane reformation,334439701.8,Hydrogen,2050 high Hydrogen,Run 2 6 
national grid import,59645592.47,Electricity grid,2050 high Hydrogen,Run 2 6 
